artist_id,state,country
ARLWR721187B9A03C9,Tennessee,United States
ARVQ4QM1187B98AD95,Alabama,United States
ARWY7I71187FB36C3D,New York,United States
ARK9TRQ1187B99C095,Ohio,United States
ARIH95M1187FB59927,Georgia,United States
ARF4V431187FB3AA41,Florida,United States
AR4YYC41187FB4CDD2,,Germany
AR9AM2N1187B9AD2F1,,England
ARPDLGZ1187FB43801,New York,United States
ARILUEI1187B98DB61,Georgia,United States
ARDMBVC1187B98ED2A,Tennessee,United States
AR8H87D1187FB3A841,Arkansas,United States
ARRKIAZ1187B992C72,Michigan,United States
ARB8Q2P1187FB4D05D,California,United States
AR1IA5V1187B98AF6E,Michigan,United States
ARB57BN1187B9B5EAF,Alaska,United States
AR4PCIG1187B98D07D,Tennessee,United States
AR9ODB41187FB459B2,Virginia,United States
ARXRNDO1187FB42BE5,,England
ARUQ3521187FB4F7CF,Massachusetts,United States
AR1RHCO1187B9AF0BF,California,United States
ARJGNV61187B98F3B5,Florida,United States
AR7H9U01187FB390F5,Louisiana,United States
ARWUNH81187FB4A3E0,Florida,United States
ARR1CN21187FB36BD6,New York,United States
ARVZDOM1187B9B49C9,New York,United States
ARGU17H1187FB45013,,England
ARBVASN1187B9890CB,Illinois,United States
AR1X2H01187B98CCF2,,France
ARSDSMG1187B98CB59,New York,United States
ARKNKNO1187FB40955,California,United States
AREM0SY1187B9A4737,Maine,United States
ARB91LI1187B9B0D97,,Wales
AR6KYS71187B9A2951,Louisiana,United States
ARZJ4MI1187B9AF5AF,California,United States
ARDHFI21187B999260,California,United States
ARXWAQQ1187B9AE954,New Jersey,United States
AR8368J1187FB4CFF3,Tennessee,United States
AROPJ891187B989EE9,Georgia,United States
ARDD9UN1187B98D3A7,Louisiana,United States
ARMS7SO1187B991B21,New York,United States
ARZNO8Y1187FB455EE,,Canada
AR3C3C01187B98E800,,Denmark
ARL26PR1187FB576E5,,Scotland
ARZJDBC1187FB52056,Florida,United States
AR0RCMP1187FB3F427,Texas,United States
ARFNKDR1187B9B19CF,Mississippi,United States
AR4AN3A1187FB55BE7,Ohio,United States
ARGS47D1187FB40225,,England
ARAJPHH1187FB5566A,New York,United States
AREUZEN1187FB48155,California,United States
AROZ87V1187B9A3DAC,,Ireland
ARW2UP01187FB37484,Mississippi,United States
ARH4Z031187B9A71F2,New Jersey,United States
ARMAC4T1187FB3FA4C,New Jersey,United States
ARBMIXA1187FB5668C,New York,United States
ARDTIOA1187B99E779,Minnesota,United States
ARNUJQM1187FB3EE72,New Jersey,United States
ARKUI581187B9A6856,,England
AR3OXSV1187B9A75B2,,Sweden
AREBBGV1187FB523D2,Texas,United States
AR8L6W21187B9AD317,Michigan,United States
AR47JEX1187B995D81,Missouri,United States
ARIUA0B1187B9A08D5,,Spain
ARDB9J71187FB4AB8B,,Scotland
ARE50SC1187B98C04A,,Finland
ARDIS8X1187FB408A1,New York,United States
ARG5PPW1187FB41119,Illinois,United States
ARIYIAO1187B9924B6,California,United States
ARDHGJX1187FB59C0B,Tennessee,United States
AREIN101187FB5A5FA,Alabama,United States
ARIN12F1187FB3E92C,Mississippi,United States
ARHTHZC11F50C4A22D,California,United States
AR7M2731187B99B2D0,Ohio,United States
AREUSCM1187B9B56A0,California,United States
ARULZ741187B9AD2EF,Mississippi,United States
AR98JLC1187B9ADE23,California,United States
AR4F7AO1187B9A0792,Louisiana,United States
ARRBHUK1187FB4D1EF,New York,United States
ARM900S1187FB5A3F7,Texas,United States
AR962XN1187FB44DB5,,Peru
ARZD4UW1187B9AB3D2,New York,United States
ARI9DQS1187B995625,Wisconsin,United States
AR22MPF1187B994451,,England
AR37JYA1187B99188F,,France
AR2L9A61187B9ADDBC,,Germany
ARNRLFM1187B9A293D,Washington,United States
ARD842G1187B997376,,Canada
ARD9UVF1187B9B17FE,California,United States
ARQGYP71187FB44566,Arkansas,United States
AR1LOGZ1187B990FB4,Massachusetts,United States
ARQTC851187B9B03AF,Maryland,United States
AR1S3NH1187B98C2BC,,Jamaica
ARC43071187B990240,Louisiana,United States
ARIK43K1187B9AE54C,California,United States
ARD8E0V1187FB5C3DB,New York,United States
ARMSJTJ1187B993927,New York,United States
ARNLO5S1187B9B80CC,California,United States
ARGBE8R1187FB4D4FA,California,United States
ARH861H1187B9B799E,Arkansas,United States
ARZHPKG1187FB4A298,California,United States
ARVVHDT1187FB5C668,,Germany
AREFFQF1187FB3F845,New York,United States
AR06EB01187FB40150,California,United States
ARIQ98H1187B98DFBC,California,United States
ARR6LWJ1187FB44C8B,Georgia,United States
AR7DO6G1187FB41056,,England
ARI9UV41187B98AB58,,Germany
AR9WVBJ1187FB395A6,,England
ARRH2S81187B98C8AA,Wisconsin,United States
ARJ56D11187B9B3846,Michigan,United States
ARXKXQ31187FB510DF,,Sweden
ARZ05QG1187FB3843E,Mississippi,United States
AR05KAM1187B9B6F55,Oklahoma,United States
ARHLT3W1187FB5711F,,Brazil
ARCLCFS1187B9AE476,,Brazil
AR8W31W1187B9A6F5C,New York,United States
ARASSX21187FB528B7,,England
AR3Q3O01187B9AC776,Massachusetts,United States
ARNAQSX1187B9ADBE4,,Northern Ireland
AR45UNF1187FB45AD8,,Australia
AR7HJJF1187FB3820E,,Germany
ARMNDIJ1187B9A09EA,,England
ARJGQDS1187B99DDEA,New York,United States
ARIZ4IH1187FB4CEE3,North Carolina,United States
ARFULGF1187FB5690C,Massachusetts,United States
ARWILYB1187FB37DFE,,England
AR5YRCN1187B98E3C8,,Ireland
AREGX5K1187B9B6C9E,California,United States
AR4CE6H1187FB4D5C3,California,United States
ARDW5AW1187FB55708,South Dakota,United States
AR1QXAQ1187FB47FAC,New York,United States
AR6QQY41187B990574,,Scotland
ARD8X9V1187B995694,Missouri,United States
ARN8NCB1187FB49652,,Switzerland
ARR9XGB1187B9912E6,Pennsylvania,United States
ARNUU2R1187B9A316C,,Sweden
ARIN1131187B9A3A23,,England
ARF3GX71187FB3EB66,Kansas,United States
AR3PN3R1187FB4CEBD,,Jamaica
ARI52FE1187B990236,Pennsylvania,United States
ARMHQZE1187B99A822,New Jersey,United States
ARBVX4Y1187FB42E5E,,England
ARDQ9U01187B9AA23B,Florida,United States
ARCZ20M1187FB49687,Louisiana,United States
ARBKUS51187B98A3AC,Tennessee,United States
ARX18RJ1187B9AEFB7,Texas,United States
AR8YV1I1187FB45D2B,New York,United States
ARHAO311187FB3E38E,,Ireland
AREK9WT1187FB4CCEA,California,United States
AR5WJXR1187B9A0917,,England
ARWAJKN1187FB362A1,California,United States
ARUT16P1187FB532A4,Mississippi,United States
AR5AZR91187FB41BD7,New York,United States
ARIXKGR1187B99A565,Ohio,United States
AR40F8N1187FB3A9B0,,Spain
ARWAFY51187FB5C4EF,Georgia,United States
ARYQHYX1187B98FE56,California,United States
ARTB5PP1187FB523B7,Illinois,United States
AR34E0O1187B9A45AC,,India
ARJM42R1187B9B69AA,New Jersey,United States
ARDF8K01187FB37200,,Australia
AREOGMA1187B9908EF,California,United States
AR10USD1187B99F3F1,,Canada
ARMJAGH1187FB546F3,Tennessee,United States
ARGE7G11187FB37E05,New York,United States
ARGO8611187B990AF9,South Carolina,United States
AR7G5I41187FB4CE6C,,England
AR5LMPY1187FB573FE,Illinois,United States
AR4ZNBW1187FB554B8,New York,United States
ARSVTNL1187B992A91,,England
AR73AIO1187B9AD57B,California,United States
ARZ5H0P1187B98A1DD,California,United States
ARC73361187B9B42BD,California,United States
ARY589G1187B9A9F4E,Oregon,United States
ARCLYBR1187FB53913,California,United States
ARA23XO1187B9AF18F,New Jersey,United States
ARSZ7L31187FB4E610,Colorado,United States
ARMM1WO1187B9B83D8,,England
AR0NDTG1187FB391CA,,Malta
ARXQBR11187B98A2CC,,England
ARYNDEZ1187B9929E7,,Spain
AR7J49E1187FB486E6,,Cuba
AR1GYND1187B9A9CD3,California,United States
AR5R1EG1187FB3E94F,Minnesota,United States
AR3LB3G1187FB405DD,Ohio,United States
AR9CC011187B9AAEAB,Louisiana,United States
ARVKJMI1187FB59851,Alabama,United States
ARTHG6S1187B9BA1B0,Wisconsin,United States
ARI3NRQ1187B9B914B,New York,United States
ARZQYSZ1187FB3AC39,New York,United States
ARRSCOW1187FB494FA,,Germany
ARNX0VW1187B9B0C34,New York,United States
ART50HO1187FB4D0ED,,Sweden
ARKGX701187B993970,Louisiana,United States
ARXUG3L1187B9A8DBC,Michigan,United States
ARASCJD1187FB53A79,Illinois,United States
ARQATCR1187FB4D3E6,,Spain
AR1LLYG1187FB4DE62,Pennsylvania,United States
ARDG9Z71187B997023,,England
ARLSF8H1187B9A76B0,,Norway
ARP7AEC1187B98B4B2,New York,United States
ARI0WAA1187FB39F36,,England
ARZ5VKP1187FB3BB2F,Pennsylvania,United States
ARM9D3N1187FB39D46,New Jersey,United States
ARXOTQH1187FB57084,California,United States
ARMX9KX1187B9A58E8,Illinois,United States
ARVML631187B99E90D,Georgia,United States
ARLE5971187FB38C21,,Sweden
ARMBMEF1187FB42A00,Missouri,United States
ART6FYX1187FB51407,Mississippi,United States
ARFZUMC1187B99EE8E,Michigan,United States
ARKFJI71187FB55484,,England
ARFOOZ81187FB3F295,,England
AR56P361187B9AC4DB,,Northern Ireland
AR18JZN1187FB366C7,Tennessee,United States
ARCRS2O1187B99012F,,Australia
ARHHUDL1187B997966,,England
ARTBSEF1187FB3CBDE,Mississippi,United States
AR9GY5W1187B9AEB2B,California,United States
ARZYT8C1187FB4D57F,,Norway
ARGOJIK1187FB4C02C,California,United States
ARN3SEQ1187FB47AA8,Washington,United States
AR97EHA1187B98AD5F,Florida,United States
AR1NSOI1187B98997B,Pennsylvania,United States
AR8XG9J1187FB418C1,Mississippi,United States
ARUJ5A41187FB3F5F1,,Ireland
ARBM57Q1187B9AF97C,California,United States
ARMBTFC1187FB56343,California,United States
ARFTMGO1187B9A777A,,Canada
AR5P2UW1187FB3C1B6,Washington,United States
ARA3I0J1187FB57869,California,United States
ARX16TQ1187B9899C9,Louisiana,United States
AR37QVQ1187FB4E011,California,United States
AR6892W1187B9AC71B,,England
AR16SOJ1187FB4CC03,,England
ARGAEH01187B9A4C8F,New York,United States
ARFAC0T1187B98C410,,England
ARMEW4Q1187FB57238,Florida,United States
ARD1QO71187FB3B58E,,England
ARP15911187B9B0676,Colorado,United States
AR88PUH1187FB52B3B,New Jersey,United States
ARYN2HS1187FB4CD67,North Carolina,United States
ARW3OU61187B98A81E,,England
ARSLAVY1187B9BA622,Washington,United States
ARQXR6R1187FB46FD6,Minnesota,United States
ARNCTJ91187B98D813,,Canada
AR7K9W71187B9AF065,New York,United States
ARRPQJ11187FB4C9AF,Wisconsin,United States
AR75JKA1187FB42FD6,California,United States
ARAEX7Y1187FB42D36,Maryland,United States
ARPN0Y61187B9ABAA0,,England
ARL5BQX1187FB586E8,Arkansas,United States
ARAO91X1187B98CCA4,Ohio,United States
ARJIUJH1187B9B84FD,Mississippi,United States
AR0L04E1187B9AE90C,,England
ARQYH461187FB3E975,Michigan,United States
ARLYUFJ1187B98DA67,,England
AREGDVM1187FB4FBCF,,Germany
ARM3EW81187B9AD130,,Indonesia
ARHJIKW1187B9ACE16,,England
ARVYYRY1187B9953F0,,South Africa
ARDWI4G1187FB369E1,Tennessee,United States
AR77FBJ1187FB49D8D,Michigan,United States
ARYJSY01187B9B7C65,Tennessee,United States
ARUSIN11187B98F96D,Pennsylvania,United States
ARJWKMA1187B9A9D11,Indiana,United States
ARU1MVY1187FB37B73,,Latvia
ARRJYEN1187B9B26B3,California,United States
ARO4NIA1187B9B8289,California,United States
AR1JRJ61187B9B3F37,,Germany
ARF2EHS1187B994F4E,Tennessee,United States
ARDGB6U1187FB3AD07,,England
AR8W8DN1187FB35ED0,California,United States
AR9MQ061187B9A3581,,Georgia
AR0VZWC1187B99BA57,,Australia
AR9F8TH1187B9B5A83,California,United States
AR6B97F1187B9ACEE6,New York,United States
ARUI8651187B9ACF52,,Wales
AR2J2WF1187FB46271,,England
ARQLWL91187FB3A3C0,,England
AR3793X1187FB50CB3,,England
ARXDGV71187B990B08,Mississippi,United States
ARGYRE31187FB515A2,Indiana,United States
ARJEOGL1187B98E9D4,,Germany
ARPTF9N1187B9A3A0F,Ohio,United States
ARANFET1187FB56607,,Jamaica
ARA870V1187FB3C4B7,Tennessee,United States
ARWRO6T1187B98C5D6,,Malta
ARS927Z1187B9ACA29,,England
ARBZAIL1187FB5B1C8,Massachusetts,United States
ARS2TPY1187B9A7CCB,Ohio,United States
ARQG2JT1187B99F211,,England
AR7WD331187FB3860E,Pennsylvania,United States
AR9TJKD1187B990125,,England
ARMTVW61187B9B8802,Ohio,United States
ARBMVI01187B9A7D64,Massachusetts,United States
AR60ODO1187FB4D9AB,New York,United States
ARQOC971187B9910FA,Michigan,United States
ARI6NAR1187FB3B053,Delaware,United States
ARAJM741187B98BD52,Kentucky,United States
ARNIW3A1187B98B811,North Carolina,United States
ARTDBI61187FB48479,Michigan,United States
ARWAIFK1187B99429F,New York,United States
AR1K3PI1187B9B31FA,Ohio,United States
ARMPRI31187FB4F7D9,,Greece
ARCUL501187B9AF797,,England
ARYJV5F1187B9B4F49,Oklahoma,United States
ARCE0H01187B9AF741,California,United States
ARSPB6W1187B9996B9,Ohio,United States
ARDBGHU1187FB52D08,Mississippi,United States
AR1XMED1187B995BD4,,Germany
ARH3TO11187FB39019,,Ireland
ARW4AGO1187FB4F107,Mississippi,United States
ARD5K161187B9AC784,,United Kingdom
ARZ1EIQ1187B9919E4,,Mexico
ARADCM11187FB4EF75,,Germany
AR9FI9W1187FB51543,Massachusetts,United States
ARREDK11187B9A55C5,Ohio,United States
AR2NCEA1187FB5C56D,Maine,United States
ARUZRFN1187B98AC05,Ohio,United States
ARI94ZE1187FB4C0DC,,Jamaica
ARAOQ5T1187FB435AB,,Iceland
ARGZG0Z1187FB4B280,,England
ARGO1OM1187B9B852E,,Jamaica
ARA58Y01187FB4566A,Ohio,United States
AR6TNOA1187B9B5C44,Mississippi,United States
ARU19DA1187B9B4036,Connecticut,United States
AR0IHC91187B9B1347,New York,United States
ARBDGN21187FB4C201,California,United States
AREUU4P1187FB403E5,New York,United States
ARKKQBD1187FB3715B,California,United States
AROHCC71187FB3F939,,England
ARYGKAY1187FB4A56B,Missouri,United States
ARHRP6Q1187FB3F016,Wisconsin,United States
AR0G47L1187B98CC6D,,England
AR74Q3R1187B9B24C3,,Finland
ARY2XMY1187B9AD99B,New York,United States
ARCJMMQ1187B98D1FD,New York,United States
ARQZ4T11187FB41FCD,,Norway
ARGMXQW1187FB54C34,,Brazil
AROBT4A1187B9B6F71,Alabama,United States
AROALJO1187B98DAAF,California,United States
AR2ZXVY1187B998634,,Vietnam
AR6IRG41187B9A4D98,,Germany
ARTH4V21187B99BDD7,Illinois,United States
ARPQ4Z01187FB3A736,Texas,United States
ARFCUN31187B9AD578,,England
ARJZPMG12086C111BC,,Cuba
ARRDX091187FB3DC86,Texas,United States
ARHIET31187FB42D8D,New Jersey,United States
ARWYVP51187B98C516,Michigan,United States
AR6SO5G1187FB5C4C9,,Canada
ARGNR7K1187FB3DF39,,Italy
ARSX2ZI1187FB39714,,Jamaica
ARMI4NV1187B99D55D,Pennsylvania,United States
AR7TTS41187B9B42D3,Mississippi,United States
ARS1OWB1187B99EEAD,New York,United States
ART3O5Z1187B9AB043,Texas,United States
AR1WWVL1187B9B0306,,England
ARV1JVD1187B9AD195,North Carolina,United States
ARIXZDG1187B990DCD,,England
AR7EXXM1187B995510,New York,United States
AR6GME21187FB58F39,Florida,United States
ARRTIN91187FB4BC6F,California,United States
ARFS01P1187B9A395A,Massachusetts,United States
AR7C9271187FB39BF8,Kansas,United States
AR6LZB61187B9AF431,,England
ARGMXEQ1187FB4A4E0,Illinois,United States
AR5MK521187B98E0B8,,England
AR10L4D1187FB43DB1,Michigan,United States
ARLO2801187FB3CBF5,New York,United States
AR3EUYM1187B9B584E,Louisiana,United States
AR93RTI1187B98ECFB,Texas,United States
ARMSWRC1187FB4CD02,Virginia,United States
ARYN6H41187B98AA0F,Texas,United States
ARIPAVC1187FB38BE7,Virginia,United States
ARVFPOV1187B99B631,California,United States
ARZXDUW1187B9AE3AA,Maryland,United States
ARUF18H1187FB38A6A,,Spain
AROOPJJ1187B99428B,Illinois,United States
AR7X6Q41187B9AEC51,,England
ARTJECM1187B9930BA,Ohio,United States
AR8XIN91187FB3A048,Texas,United States
AR4IWYN1187FB47DF6,California,United States
ARIFGKC1187B9B04D5,Ohio,United States
ARDQKMM1187FB3F4F0,Texas,United States
AR9YQN31187FB45B34,Pennsylvania,United States
AR7JBP41187FB3EA8A,California,United States
AR8W8P31187B9A4063,New Jersey,United States
ARMCIEC1187FB3E98A,Virginia,United States
AR5FP401187FB523C9,Minnesota,United States
ARUM5WA1187B996833,,Wales
AR9L6R11187B9AA3F2,,England
ARBBHDX1187B9B2EE7,,England
AR7BMMV1187FB5B2D7,California,United States
ARAZP5N1187B9B4D5D,Texas,United States
ARSHOEY1187B99D888,,Canada
ARY2PZ31187FB48F2B,South Carolina,United States
ARZNFNV1187FB3DA62,Oklahoma,United States
ARP6N4J1187FB36C7B,California,United States
AR6BJ1V1187B9AE3B7,,England
ARVW3Q51187FB4CC6F,Illinois,United States
AR4I4EY1187B99DDD6,Idaho,United States
ARBJQTM1187B9B862B,,Scotland
ARAYCK21187B98EBFD,Mississippi,United States
ARSF0K11187B9AF319,,England
AR4GAFY1187B9B639D,Tennessee,United States
AR6IVHJ1187B9A3A0D,Utah,United States
AR6PJ8R1187FB5AD70,,Colombia
ARFFDZU1187FB50682,New York,United States
ARMLETE1187B99070D,,Spain
ARMFU641187FB52859,Ohio,United States
AR9I1L41187FB37F0E,Louisiana,United States
AR7BGWD1187FB59CCB,Tennessee,United States
ARH3DGV1187FB3D086,,Mexico
ARDHKG01187FB4CBDE,Florida,United States
AR6XPWV1187B9ADAEB,Washington,United States
ARB0YWU1187FB37A96,New York,United States
ARLDW6Z1187FB3F2A0,,Mexico
ARALP6I1187B989E27,New Jersey,United States
ARAW99S1187B9B6EBF,Texas,United States
ARJEHDD1187B9B3516,Ohio,United States
ARJ99Q51187FB45625,,England
ARL6FF81187FB5A916,Nevada,United States
ARAAQLO1187B993017,New Jersey,United States
AR4MYR01187FB3CB92,California,United States
ARCVU3T1187FB4D79D,Illinois,United States
ARX8BQT1187B9AB472,,Italy
ARB33IT1187FB4ED69,Tennessee,United States
ARS5WZX1187B9B08CE,New York,United States
AROGIYL11F4C843A4F,,Canada
AR11YJ91187B997A47,Texas,United States
AR9EZGO1187B9A401F,Missouri,United States
AROZOP31187FB5A969,,Germany
ARPKATM1187B9B76E6,Connecticut,United States
ARR8AIK1187B9A0BCE,Mississippi,United States
AR4VQSG1187FB57E18,Arkansas,United States
AR19GQN1187FB3ACF5,New York,United States
AR8TGQO1187FB5677F,Massachusetts,United States
ARNI7VZ1187B9AA6AF,Virginia,United States
ARO7FVB1187B9A53D8,New Jersey,United States
ARY2RKZ1187B9ABF37,,England
ARMRKOZ1187FB4588C,Tennessee,United States
AR70CDT1187FB5796F,,England
ARWDDHA1187FB3A745,,Germany
AR74YRW1187FB3F834,California,United States
ARH4XRZ1187B9AEA21,Pennsylvania,United States
ARX0IEI1187FB4FF4B,,Norway
AR37ILI1187B98E27B,,England
ARWXN7M1187B98C47D,Indiana,United States
AR4DHNI1187FB36871,Connecticut,United States
ARIPLUN1187B99B9F9,,England
ARHR0EQ1187FB3EAEE,Illinois,United States
ARPFK3E1187B9A43BF,Florida,United States
ARJLU6A1187FB3F2DE,Michigan,United States
ARA6FM21187FB5A1EC,Maryland,United States
ARZNE7C1187B9A5BA8,California,United States
AR2HNUS1187B9ACB82,Tennessee,United States
ARRYBYF1187FB3929E,,France
ARQ880G1187FB3F80D,,Germany
AR24DZB1187FB3C869,Texas,United States
ARIGPNM1187B98C744,New York,United States
ARXP9GE1187FB3ED0E,Michigan,United States
ARGL5W51187FB41829,Tennessee,United States
AR051VM1187B9B7F27,,England
ARMXEER1187B9AA96A,Nebraska,United States
ARI25MJ1187FB3E1B0,,England
ARPONRM1187B99B272,,Argentina
ARGR4QF1187B99350A,New York,United States
ARO0QD41187FB3AB0A,California,United States
AR0BGM11187B9B09BA,,England
ARPZQT71187FB3C88A,,Denmark
AROHMXL1187B9AF4B2,,Georgia
ARWNRBH1187B9B7E68,,France
AR2JLLE1187FB3D8EA,California,United States
ARKZJ301187FB521B2,,England
ART1EHA1187FB45BAD,Maryland,United States
AR9VCSR1187B9B879E,Alabama,United States
ARYX8DZ1187B9918CF,Pennsylvania,United States
ARSTKIT1187B9A37A8,,England
AR914BW1187FB45A1B,,England
ARWXN5D1187FB470CF,,Canada
ARVN9FZ1187FB393F1,,Scotland
AR0F5IT1187FB39E6F,,Germany
ARUUP451187B9AF56E,,England
ARTM6SK1187B9B804D,,Niger
ARWV4871187B98BF87,,Italy
ARG33GL1187B98C982,Alaska,United States
ARYCP7D1187B99516B,,Canada
ARFIZ9G1187B9B8674,,France
ARD2NDU1187B99B615,Massachusetts,United States
ARM401Y1187FB5B7C7,Mississippi,United States
ARHFGKH1187B9A88D2,,England
ARIPXFO1187B9ACFF9,,England
ARTASUV1187B9A2B67,New Jersey,United States
ARQ2ZD21187FB3791E,Washington,United States
ARU4UG71187B9AE32C,Ohio,United States
AR5WPYF1187B9B40DA,Kentucky,United States
ARTSA6B1187B9AC1A4,,France
AR7S48C1187B99711E,Texas,United States
ARDHU271187B99C869,,France
ARUVDJI1187FB4C83B,Tennessee,United States
AREM6WP1187B99399C,Virginia,United States
ARMYMUD1187B9B018E,,England
ARMB4631187FB5CE71,,England
AR2CNWZ1187FB3B1CB,California,United States
ARFGWWJ1187B998381,,United Kingdom
AR07W0G1187B999374,Missouri,United States
AR1VG6L1187B999D3F,,England
ARU509I1187B998C6C,North Dakota,United States
ARAADXM1187FB3ECDB,California,United States
ARPFHN61187FB575F6,Illinois,United States
ARIOZCU1187FB3A3DC,North Carolina,United States
ARK8ZWS1187FB50C79,North Carolina,United States
ARLTWXK1187FB5A3F8,Texas,United States
ARG5N201187FB570F1,New York,United States
AR5T40Y1187B9996C6,,Sweden
AR9OEB71187B9A97C6,,Canada
AR5S9OB1187B9931E3,California,United States
ARZ1RY31187FB40835,Michigan,United States
AR4APWK1187FB4DCE2,,England
ARWB3G61187FB49404,Ohio,United States
ARVVOPC1187FB5C450,North Carolina,United States
ARVHKFY1187B9B8E40,,France
ARK55511187FB4A603,New Mexico,United States
AR6STYR1187FB46792,Massachusetts,United States
ARSKAM81187FB44F46,Texas,United States
AR4EAEE1187B98C3E8,,Switzerland
ARV2MS01187FB39026,Michigan,United States
AR9T0S31187B9B0228,,England
AROGBIV1187B9B0FCE,Massachusetts,United States
ARAWX5Q1187B9A0905,California,United States
AR3MSAN1187B98F06B,Georgia,United States
ARE8IV91187B9919AE,Massachusetts,United States
ARGLTDV1187B99FA2A,Pennsylvania,United States
ARNU0OM1187FB3F14A,Texas,United States
ARFPWXB1187B994F8A,,England
ARUIR3J1187B9915BF,,Scotland
ART1A321187B99C0EA,,Germany
ARPOGYJ1187FB4D524,Ohio,United States
ARP6N5A1187B99D1A3,Michigan,United States
ARK6O6W1187FB3C306,,England
ARIVN7F1187FB5CCCA,Michigan,United States
AR41HI11187B98F65A,Michigan,United States
ARZ9FGC1187B98B47D,,England
ARTBBJ51187FB498F5,Mississippi,United States
AR6001N1187B9A8632,Tennessee,United States
ARZ79B31187FB4F562,Alabama,United States
ARMMI1S1187B9902BF,Colorado,United States
ARUB0K61187B9B9AC3,Florida,United States
ARBEBBY1187B9B43DB,Florida,United States
ARAQSIM1187B99B216,Texas,United States
ARDDPSS1187FB456A7,,France
AR0AVIB1187FB37D01,New Jersey,United States
ARK4ZEK1187B990A4F,Texas,United States
ARQ0JUJ1187FB47EA1,New Jersey,United States
ARGCGKV1187B9B6E25,,Spain
ARH81D11187B98DB15,Louisiana,United States
ARJV0U41187B9AB715,Maryland,United States
ARWI6LR1187FB46E9F,,France
AR43X651187FB56884,Arizona,United States
AR7OCK81187B98D1F1,California,United States
ARGQHYN1187FB3AEE1,,England
ARV4GYZ1187B9B8171,Wisconsin,United States
ARZZMLS1187FB4F46C,Florida,United States
ARBIRGY11E2835D271,Texas,United States
ARFZN2B1187B9AA469,,England
ARNYFVH1187B9B6A9E,New York,United States
AR0YTWT1187FB3D62F,California,United States
ARD46C811C8A414F3F,Ohio,United States
AR14CJ91187FB3A994,Tennessee,United States
AR0S3YD1187B99967F,Florida,United States
ARD0HV71187FB497BC,Michigan,United States
ARWZ9W91187B9B2B29,,England
ARNJ9M91187FB3906D,Oklahoma,United States
ARHOUWH11F4C83C276,New York,United States
AR58JT11187B9AF4CC,Connecticut,United States
ARS7KMY1187FB479F6,Michigan,United States
ARXFB7K1187B9B1E54,Virginia,United States
ARKGBWV1187B988D5E,Mississippi,United States
ARQT8QM1187FB3E3CB,,New Zealand
ARGJ84O1187B98CD2C,,England
AROBERX1187B9B437A,New York,United States
ARXM0CX1187B98FD56,New York,United States
AR5T7YU1187B98D760,Florida,United States
ARDJAPU1187B9B4D48,Georgia,United States
ARGQKF21187B9BA4D8,Mississippi,United States
AR30R5E1187B9AD78A,New Jersey,United States
AR97P421187B998FD6,Michigan,United States
ARN32EI1187B9AFDF1,,Australia
ARBBU7A1187FB4645F,,Scotland
ARHVQU31187B9B7623,Michigan,United States
ARRHNA81187FB53D58,California,United States
ARR1C0N1187FB372DF,,Ireland
ARYVO9V1187B9B1FC6,,Scotland
AR87P0Q1187B989ADF,California,United States
AR20CFC1187B98A25D,Georgia,United States
ARRZ1VV1187FB39C73,Alabama,United States
AR1DR0E1187FB48F61,West Virginia,United States
ARHI20L1187FB4C997,,England
ARKE2XZ1187FB5A330,,England
